home_team,away_team,tournament,country,neutral,Month
61,271.0,62,61.0,0,6
156,181.0,77,266.0,1,8
160,13.0,117,160.0,0,10
175,116.0,62,175.0,0,4
147,322.0,62,147.0,0,11
289,244.0,60,289.0,0,10
37,41.0,62,37.0,0,4
298,208.0,62,298.0,0,9
88,227.0,62,88.0,0,8
27,74.0,60,27.0,0,3
133,292.0,62,211.0,1,10
256,105.0,11,256.0,0,1
300,141.0,62,300.0,0,3
132,284.0,2,132.0,0,7
263,324.0,24,147.0,1,10
284,303.0,62,284.0,0,7
288,158.0,9,288.0,0,10
169,151.0,83,169.0,0,7
92,324.0,62,189.0,1,5
206,113.0,62,206.0,0,7
206,26.0,60,206.0,0,5
93,64.0,60,93.0,0,10
198,106.0,62,198.0,0,5
132,190.0,107,132.0,0,8
274,17.0,62,274.0,0,11
266,169.0,77,266.0,0,8
3,143.0,86,3.0,0,2
21,298.0,65,21.0,0,3
118,214.0,27,85.0,1,2
61,213.0,2,61.0,0,1
83,217.0,38,83.0,0,7
274,155.0,62,274.0,0,3
128,61.0,60,128.0,0,11
132,40.0,107,258.0,1,5
266,128.0,14,220.0,1,4
130,260.0,52,72.0,1,1
151,225.0,65,21.0,1,3
284,134.0,74,284.0,0,8
163,222.0,62,99.0,1,5
59,232.0,62,59.0,0,1
274,69.0,115,222.0,1,5
222,27.0,62,222.0,0,2
69,16.0,62,69.0,0,5
109,155.0,62,88.0,1,5
225,316.0,65,208.0,1,0
296,322.0,24,324.0,1,9
258,169.0,107,284.0,1,11
290,141.0,62,290.0,0,4
37,302.0,62,37.0,0,5
128,266.0,83,169.0,1,7
181,219.0,99,59.0,1,3
159,252.0,62,159.0,0,4
79,38.0,60,79.0,0,2
12,217.0,38,33.0,1,2
90,271.0,60,90.0,0,10
62,12.0,62,300.0,1,8
12,37.0,109,61.0,1,9
189,90.0,9,189.0,0,9
36,157.0,62,36.0,0,2
227,74.0,116,227.0,0,3
133,142.0,60,133.0,0,2
247,275.0,62,247.0,0,8
17,35.0,117,17.0,0,10
70,175.0,25,290.0,1,4
151,128.0,14,61.0,1,8
193,139.0,62,193.0,0,1
88,222.0,62,88.0,0,11
127,85.0,62,127.0,0,10
302,217.0,39,302.0,0,5
203,0.0,31,203.0,0,5
275,280.0,60,275.0,0,6
98,150.0,60,98.0,0,8
262,97.0,62,262.0,0,9
189,75.0,9,189.0,0,3
71,240.0,64,300.0,1,5
98,129.0,62,98.0,0,6
247,22.0,60,247.0,0,1
161,183.0,62,,1,7
61,247.0,60,298.0,1,2
47,109.0,77,266.0,1,5
106,161.0,62,,0,4
188,167.0,9,188.0,0,3
290,175.0,25,290.0,0,5
146,297.0,60,146.0,0,8
292,37.0,62,108.0,1,5
115,71.0,26,115.0,0,3
297,183.0,62,297.0,0,8
128,1.0,2,131.0,1,5
24,141.0,62,24.0,0,4
225,151.0,65,225.0,0,11
16,265.0,62,16.0,0,8
72,155.0,62,72.0,0,2
322,189.0,8,42.0,1,1
140,4.0,8,8.0,1,0
77,204.0,116,77.0,0,10
193,98.0,62,193.0,0,9
204,265.0,62,204.0,0,8
95,146.0,62,95.0,0,3
190,220.0,4,190.0,0,2
108,274.0,59,99.0,1,5
41,74.0,62,41.0,0,3
297,249.0,116,297.0,0,9
85,118.0,62,300.0,1,3
41,74.0,62,41.0,0,7
88,232.0,62,88.0,0,9
155,95.0,117,155.0,0,10
204,309.0,21,204.0,0,2
146,106.0,60,146.0,0,7
142,303.0,62,142.0,0,8
88,27.0,62,88.0,0,11
120,288.0,60,120.0,0,1
288,147.0,9,288.0,0,5
85,118.0,118,85.0,0,1
144,316.0,62,292.0,1,6
151,181.0,62,151.0,0,9
158,233.0,9,158.0,0,9
160,26.0,62,160.0,0,4
17,139.0,36,17.0,0,2
252,8.0,60,252.0,0,6
154,40.0,107,284.0,1,11
36,322.0,9,36.0,0,10
99,133.0,62,99.0,0,4
188,89.0,60,188.0,0,10
242,52.0,29,9.0,1,9
71,272.0,62,,0,9
198,147.0,60,198.0,0,5
13,249.0,117,13.0,0,5
252,140.0,60,188.0,1,10
155,91.0,62,155.0,0,8
321,232.0,62,321.0,0,3
172,77.0,62,172.0,0,0
203,281.0,57,203.0,0,10
150,120.0,62,292.0,1,5
273,17.0,60,273.0,0,4
259,9.0,26,79.0,1,3
98,129.0,116,98.0,0,9
79,124.0,60,79.0,0,2
227,35.0,62,227.0,0,4
270,156.0,60,270.0,0,9
266,142.0,62,266.0,0,4
303,134.0,62,303.0,0,2
214,118.0,23,67.0,1,2
122,24.0,62,122.0,0,4
138,72.0,116,139.0,1,3
266,280.0,83,169.0,1,7
52,259.0,26,52.0,0,2
290,131.0,62,290.0,0,7
12,33.0,38,300.0,1,5
214,9.0,60,214.0,0,5
309,88.0,60,309.0,0,10
193,274.0,62,193.0,0,4
139,231.0,60,139.0,0,9
213,280.0,60,225.0,1,1
144,258.0,2,144.0,0,2
259,71.0,26,259.0,0,5
89,291.0,60,89.0,0,5
122,224.0,29,240.0,1,9
167,178.0,34,265.0,1,5
61,134.0,2,61.0,0,2
16,247.0,60,16.0,0,5
300,37.0,62,300.0,0,8
291,232.0,62,291.0,0,2
84,75.0,62,84.0,0,0
27,300.0,59,37.0,1,6
308,266.0,122,308.0,0,10
266,169.0,74,284.0,1,10
134,298.0,98,291.0,1,11
8,189.0,62,8.0,0,10
163,221.0,116,163.0,0,3
247,37.0,62,247.0,0,1
84,46.0,62,84.0,0,11
304,97.0,62,225.0,1,2
292,74.0,60,292.0,0,3
232,266.0,62,232.0,0,9
163,99.0,62,163.0,0,1
46,109.0,8,159.0,1,2
229,114.0,70,88.0,1,5
88,249.0,21,88.0,0,4
297,186.0,60,297.0,0,9
260,73.0,60,260.0,0,8
303,169.0,14,142.0,1,9
61,200.0,74,284.0,1,1
142,85.0,62,142.0,0,5
322,324.0,24,296.0,1,11
36,322.0,62,36.0,0,8
101,124.0,62,101.0,0,8
244,310.0,106,,1,7
221,232.0,62,221.0,0,4
12,217.0,42,12.0,0,1
59,83.0,60,59.0,0,9
201,186.0,62,201.0,0,10
17,130.0,62,17.0,0,4
297,73.0,62,297.0,0,7
225,1.0,60,225.0,0,8
45,117.0,3,22.0,1,3
41,74.0,60,41.0,0,8
231,108.0,62,231.0,0,5
303,275.0,1,298.0,1,11
221,247.0,59,225.0,1,10
59,217.0,60,59.0,0,10
108,69.0,62,108.0,0,10
139,204.0,62,139.0,0,0
31,187.0,110,31.0,0,5
130,77.0,62,130.0,0,5
233,177.0,60,233.0,0,4
171,158.0,62,171.0,0,3
225,132.0,14,266.0,1,8
132,275.0,60,132.0,0,10
88,41.0,116,88.0,0,8
190,284.0,83,169.0,1,9
33,217.0,60,33.0,0,8
139,77.0,62,139.0,0,1
233,140.0,9,233.0,0,8
107,163.0,116,107.0,0,3
219,73.0,76,142.0,1,5
249,204.0,21,249.0,0,10
131,275.0,89,131.0,0,7
99,321.0,60,99.0,0,9
300,47.0,63,300.0,0,6
204,309.0,21,,0,2
255,102.0,70,119.0,1,6
227,27.0,62,227.0,0,2
290,124.0,25,290.0,0,4
193,139.0,62,193.0,0,3
255,110.0,70,273.0,1,6
120,256.0,9,120.0,0,7
210,277.0,31,19.0,1,5
265,322.0,34,265.0,0,6
169,170.0,62,169.0,0,10
42,4.0,62,42.0,0,0
140,84.0,62,140.0,0,6
160,186.0,116,160.0,0,9
127,181.0,60,127.0,0,11
321,74.0,62,321.0,0,7
322,324.0,34,265.0,1,5
283,189.0,7,283.0,0,1
26,309.0,60,232.0,1,8
147,93.0,24,147.0,0,10
12,232.0,20,37.0,1,6
171,256.0,9,171.0,0,3
169,128.0,60,169.0,0,1
217,33.0,62,217.0,0,1
88,222.0,62,88.0,0,11
88,12.0,62,88.0,0,4
215,145.0,32,88.0,1,4
225,21.0,60,247.0,1,2
261,98.0,116,261.0,0,9
119,3.0,100,119.0,0,3
200,185.0,56,280.0,1,10
88,206.0,62,88.0,0,10
178,283.0,9,178.0,0,3
281,185.0,60,281.0,0,2
142,298.0,76,142.0,0,4
225,307.0,60,225.0,0,6
156,131.0,74,284.0,1,8
71,290.0,28,,1,10
107,17.0,60,107.0,0,9
322,167.0,9,322.0,0,6
140,171.0,62,64.0,1,10
220,61.0,1,298.0,1,0
116,10.0,29,116.0,0,2
275,170.0,60,275.0,0,5
188,291.0,60,188.0,0,4
113,274.0,60,113.0,0,9
139,108.0,62,139.0,0,1
284,132.0,60,298.0,1,5
133,188.0,62,133.0,0,8
62,124.0,62,62.0,0,1
26,204.0,116,26.0,0,5
109,171.0,9,109.0,0,2
59,302.0,43,59.0,0,3
274,108.0,62,274.0,0,3
131,303.0,62,131.0,0,10
278,256.0,60,278.0,0,3
249,219.0,62,249.0,0,3
45,190.0,62,45.0,0,10
7,99.0,116,269.0,1,5
37,41.0,62,37.0,0,4
128,21.0,2,128.0,0,0
208,275.0,2,208.0,0,1
74,231.0,62,74.0,0,2
169,200.0,2,284.0,1,10
181,219.0,62,181.0,0,2
33,12.0,38,33.0,0,2
3,143.0,86,3.0,0,2
99,232.0,62,99.0,0,2
37,12.0,50,37.0,0,1
181,47.0,63,300.0,1,1
154,144.0,60,154.0,0,9
161,95.0,117,161.0,0,8
233,323.0,24,283.0,1,11
300,139.0,120,300.0,0,5
221,273.0,62,221.0,0,5
221,245.0,116,221.0,0,3
98,129.0,62,98.0,0,8
74,17.0,62,74.0,0,5
160,245.0,117,160.0,0,9
256,198.0,60,256.0,0,9
324,190.0,83,169.0,1,7
113,206.0,116,113.0,0,9
41,88.0,62,41.0,0,5
169,266.0,83,169.0,0,6
225,307.0,62,225.0,0,9
85,124.0,62,300.0,1,7
132,258.0,83,169.0,1,7
198,46.0,60,198.0,0,5
266,169.0,74,284.0,1,10
144,307.0,2,144.0,0,2
157,36.0,34,322.0,1,6
93,157.0,9,93.0,0,5
27,227.0,62,27.0,0,4
64,140.0,60,64.0,0,5
59,127.0,62,59.0,0,2
129,206.0,60,129.0,0,5
269,219.0,62,269.0,0,4
61,127.0,62,61.0,0,10
324,178.0,9,324.0,0,3
0,153.0,32,88.0,1,5
109,171.0,62,109.0,0,2
273,77.0,62,273.0,0,9
169,303.0,2,169.0,0,10
49,189.0,9,49.0,0,10
231,106.0,62,231.0,0,10
84,165.0,9,84.0,0,5
214,196.0,23,67.0,1,2
253,221.0,62,17.0,1,5
274,193.0,62,274.0,0,4
75,64.0,60,,0,0
160,19.0,60,160.0,0,9
89,8.0,9,89.0,0,6
190,170.0,2,258.0,1,6
258,21.0,60,258.0,0,1
193,46.0,62,193.0,0,4
258,132.0,62,258.0,0,6
122,290.0,62,122.0,0,8
61,21.0,1,61.0,0,6
303,258.0,60,303.0,0,5
170,192.0,103,22.0,1,11
103,178.0,9,103.0,0,10
88,309.0,62,88.0,0,9
171,46.0,8,171.0,0,1
83,302.0,62,83.0,0,4
129,321.0,62,129.0,0,4
306,12.0,60,306.0,0,9
190,132.0,74,284.0,1,11
263,322.0,24,147.0,1,11
198,147.0,60,198.0,0,2
91,204.0,116,91.0,0,5
46,120.0,9,46.0,0,3
160,155.0,117,160.0,0,5
59,124.0,62,59.0,0,5
118,12.0,62,118.0,0,5
237,274.0,62,237.0,0,4
200,45.0,62,200.0,0,7
17,231.0,117,17.0,0,8
206,98.0,91,206.0,0,7
283,198.0,9,283.0,0,8
1,258.0,62,225.0,1,2
225,31.0,60,225.0,0,8
45,284.0,83,168.0,1,8
298,144.0,2,298.0,0,8
183,211.0,72,144.0,1,7
106,91.0,62,106.0,0,2
93,265.0,60,93.0,0,9
62,138.0,60,62.0,0,9
211,293.0,62,133.0,1,5
128,132.0,83,169.0,1,6
85,24.0,30,85.0,0,9
105,159.0,60,105.0,0,6
293,303.0,1,61.0,1,6
19,98.0,116,19.0,0,2
46,171.0,62,225.0,1,5
117,258.0,60,117.0,0,9
109,75.0,9,109.0,0,2
98,221.0,62,172.0,1,1
214,83.0,62,214.0,0,10
97,195.0,93,194.0,1,1
132,293.0,60,132.0,0,10
116,288.0,62,99.0,1,4
52,38.0,26,52.0,0,2
268,103.0,9,268.0,0,9
107,74.0,62,108.0,1,7
170,131.0,103,192.0,1,8
300,188.0,62,300.0,0,5
291,296.0,8,93.0,1,0
309,249.0,21,309.0,0,2
296,323.0,24,283.0,1,10
98,77.0,62,98.0,0,5
121,89.0,62,222.0,1,2
62,118.0,62,300.0,1,8
27,62.0,62,27.0,0,5
222,206.0,116,222.0,0,10
108,297.0,60,108.0,0,3
144,98.0,62,298.0,1,0
296,233.0,9,296.0,0,5
2,225.0,62,269.0,1,4
200,155.0,74,284.0,1,11
37,274.0,59,232.0,1,5
133,275.0,1,151.0,1,8
296,64.0,62,296.0,0,0
213,293.0,3,192.0,1,2
131,1.0,14,131.0,0,2
37,302.0,49,37.0,0,3
221,163.0,116,221.0,0,9
265,44.0,9,265.0,0,9
108,17.0,60,108.0,0,3
139,232.0,116,139.0,0,10
178,265.0,9,178.0,0,6
16,302.0,60,16.0,0,10
4,133.0,62,17.0,1,2
105,121.0,11,252.0,1,1
73,161.0,62,73.0,0,2
134,151.0,62,144.0,1,6
10,122.0,26,10.0,0,5
127,67.0,60,127.0,0,11
211,1.0,103,211.0,0,11
84,275.0,12,144.0,1,6
41,99.0,60,41.0,0,9
75,140.0,8,89.0,1,1
142,131.0,14,284.0,1,11
235,165.0,62,235.0,0,6
291,247.0,62,291.0,0,3
73,260.0,60,73.0,0,9
128,293.0,60,128.0,0,10
280,147.0,69,131.0,1,5
12,83.0,60,12.0,0,5
132,275.0,62,132.0,0,10
33,260.0,76,142.0,1,5
99,297.0,116,99.0,0,2
181,302.0,62,300.0,1,1
53,140.0,9,53.0,0,9
249,37.0,59,108.0,1,5
298,275.0,74,284.0,1,5
194,244.0,93,216.0,1,5
83,266.0,62,300.0,1,5
290,115.0,62,290.0,0,9
17,12.0,62,17.0,0,4
221,98.0,62,221.0,0,9
124,47.0,62,124.0,0,10
297,163.0,116,297.0,0,5
27,17.0,116,27.0,0,9
293,303.0,62,293.0,0,9
16,247.0,60,16.0,0,10
151,247.0,65,21.0,1,9
7,155.0,117,7.0,0,10
274,129.0,62,274.0,0,3
59,33.0,60,59.0,0,7
193,27.0,62,193.0,0,3
128,280.0,62,128.0,0,5
193,71.0,62,193.0,0,8
156,144.0,62,156.0,0,1
59,219.0,62,59.0,0,5
134,247.0,2,134.0,0,3
210,87.0,31,203.0,1,5
302,59.0,60,302.0,0,9
12,217.0,60,12.0,0,10
8,189.0,62,222.0,1,9
35,160.0,116,35.0,0,8
42,291.0,62,42.0,0,9
297,108.0,117,297.0,0,9
17,249.0,60,17.0,0,7
99,88.0,112,99.0,0,5
288,63.0,60,288.0,0,8
275,133.0,60,169.0,1,10
108,227.0,62,108.0,0,4
217,37.0,60,217.0,0,5
309,206.0,116,309.0,0,8
115,241.0,26,115.0,0,3
208,131.0,60,208.0,0,9
127,67.0,118,85.0,1,11
67,83.0,62,67.0,0,0
98,73.0,60,98.0,0,9
12,83.0,60,12.0,0,6
262,216.0,94,97.0,1,3
8,64.0,62,8.0,0,1
19,138.0,60,19.0,0,8
95,17.0,60,95.0,0,9
105,78.0,9,105.0,0,9
103,109.0,8,46.0,1,0
115,122.0,26,290.0,1,3
258,142.0,62,258.0,0,1
155,151.0,62,172.0,1,2
266,73.0,77,266.0,0,5
75,103.0,9,75.0,0,10
227,99.0,60,227.0,0,2
91,113.0,60,91.0,0,9
300,67.0,63,300.0,0,1
274,206.0,60,274.0,0,10
181,77.0,62,181.0,0,0
77,17.0,62,77.0,0,8
33,219.0,60,33.0,0,9
169,284.0,5,169.0,0,11
253,222.0,60,253.0,0,2
284,45.0,2,284.0,0,5
61,303.0,60,61.0,0,7
59,219.0,62,62.0,1,1
231,261.0,116,231.0,0,5
151,298.0,60,151.0,0,10
140,84.0,9,140.0,0,5
105,120.0,11,105.0,0,11
291,103.0,9,291.0,0,9
61,195.0,62,61.0,0,10
47,70.0,63,300.0,1,6
45,128.0,2,284.0,1,4
260,292.0,60,260.0,0,8
122,272.0,26,122.0,0,4
139,274.0,116,139.0,0,10
247,290.0,62,247.0,0,9
214,47.0,60,214.0,0,2
160,13.0,60,160.0,0,2
139,37.0,112,99.0,1,5
169,195.0,83,169.0,0,7
116,175.0,26,116.0,0,9
27,249.0,116,27.0,0,11
10,79.0,60,10.0,0,2
84,291.0,8,198.0,1,1
21,131.0,14,266.0,1,8
265,8.0,60,265.0,0,10
225,134.0,65,225.0,0,11
217,188.0,62,269.0,1,8
37,47.0,63,300.0,1,0
274,108.0,62,274.0,0,3
108,59.0,62,108.0,0,2
296,322.0,62,296.0,0,9
70,124.0,25,290.0,1,4
156,225.0,60,156.0,0,5
98,273.0,91,98.0,0,5
151,159.0,62,84.0,1,9
247,195.0,62,258.0,1,3
124,306.0,62,124.0,0,2
201,35.0,62,201.0,0,5
19,222.0,116,19.0,0,8
33,302.0,60,33.0,0,10
146,292.0,60,146.0,0,5
12,302.0,44,12.0,0,9
312,267.0,31,19.0,1,5
12,217.0,42,12.0,0,0
29,288.0,62,29.0,0,5
140,198.0,62,140.0,0,8
7,27.0,116,7.0,0,9
59,302.0,38,59.0,0,1
307,281.0,60,307.0,0,5
132,45.0,62,132.0,0,8
79,175.0,26,116.0,1,8
74,27.0,60,74.0,0,8
211,142.0,83,168.0,1,7
141,214.0,60,141.0,0,8
147,323.0,62,296.0,1,9
88,309.0,21,88.0,0,2
42,140.0,62,42.0,0,7
217,219.0,62,217.0,0,3
160,201.0,116,160.0,0,8
83,133.0,20,37.0,1,5
46,147.0,8,188.0,1,2
287,40.0,6,169.0,1,8
309,160.0,62,309.0,0,10
118,85.0,62,118.0,0,9
306,217.0,60,306.0,0,10
67,306.0,62,67.0,0,1
132,258.0,14,284.0,1,11
46,322.0,8,8.0,1,0
291,27.0,62,291.0,0,1
2,161.0,62,2.0,0,2
235,147.0,62,254.0,1,5
108,12.0,61,108.0,0,3
181,321.0,62,181.0,0,1
288,188.0,9,288.0,0,1
309,204.0,21,309.0,0,3
217,37.0,62,217.0,0,8
139,13.0,60,139.0,0,9
169,190.0,5,284.0,1,0
233,120.0,62,233.0,0,0
249,309.0,21,249.0,0,2
247,266.0,60,258.0,1,9
298,41.0,62,225.0,1,0
213,134.0,2,144.0,1,7
157,189.0,34,157.0,0,3
322,36.0,9,322.0,0,10
181,85.0,59,181.0,0,5
59,217.0,60,59.0,0,9
77,88.0,115,273.0,1,5
258,169.0,62,258.0,0,7
99,206.0,116,99.0,0,10
266,253.0,62,266.0,0,10
109,271.0,9,109.0,0,9
88,12.0,62,88.0,0,4
273,88.0,62,273.0,0,5
138,16.0,62,138.0,0,4
159,254.0,9,84.0,1,5
303,284.0,62,303.0,0,5
130,232.0,60,130.0,0,8
36,157.0,62,36.0,0,1
274,106.0,116,274.0,0,10
88,219.0,62,88.0,0,4
99,108.0,62,99.0,0,1
302,219.0,59,302.0,0,6
107,273.0,62,269.0,1,0
232,12.0,62,232.0,0,10
64,265.0,60,64.0,0,0
269,88.0,62,269.0,0,10
89,109.0,8,89.0,0,1
103,140.0,62,103.0,0,4
231,292.0,116,231.0,0,10
139,222.0,62,139.0,0,3
78,44.0,24,296.0,1,10
188,103.0,60,188.0,0,9
62,186.0,76,142.0,1,5
252,147.0,8,4.0,1,2
21,298.0,65,151.0,1,2
231,274.0,59,300.0,1,5
133,59.0,79,128.0,1,0
49,177.0,8,140.0,1,0
156,275.0,62,156.0,0,2
269,266.0,59,300.0,1,5
108,129.0,62,108.0,0,5
4,213.0,62,4.0,0,9
136,119.0,70,273.0,1,6
227,91.0,116,227.0,0,10
67,290.0,27,67.0,0,3
62,253.0,62,269.0,1,7
99,309.0,62,99.0,0,4
292,59.0,62,292.0,0,7
27,77.0,62,27.0,0,3
37,217.0,45,37.0,0,10
61,133.0,1,61.0,0,7
188,252.0,62,188.0,0,4
108,72.0,60,108.0,0,3
144,156.0,124,144.0,0,4
177,291.0,60,177.0,0,9
227,74.0,60,227.0,0,4
37,83.0,62,300.0,1,9
151,213.0,2,151.0,0,9
108,321.0,62,108.0,0,4
141,290.0,60,141.0,0,7
85,118.0,118,214.0,1,1
113,77.0,60,113.0,0,9
258,128.0,60,258.0,0,2
269,193.0,62,269.0,0,0
309,88.0,21,309.0,0,4
92,189.0,35,,0,4
324,46.0,9,324.0,0,0
273,274.0,62,273.0,0,5
225,83.0,62,225.0,0,9
322,147.0,62,322.0,0,9
144,156.0,62,144.0,0,8
190,284.0,77,266.0,1,4
269,139.0,62,269.0,0,2
37,127.0,63,181.0,1,6
4,261.0,62,4.0,0,2
74,274.0,62,74.0,0,8
298,134.0,62,298.0,0,7
241,85.0,29,241.0,0,9
283,75.0,60,283.0,0,10
89,198.0,60,89.0,0,5
241,141.0,62,241.0,0,2
160,201.0,60,160.0,0,10
10,242.0,26,52.0,1,7
194,216.0,106,,1,8
252,268.0,60,252.0,0,10
309,292.0,116,309.0,0,10
302,59.0,60,302.0,0,10
130,107.0,116,130.0,0,8
108,16.0,59,265.0,1,5
139,98.0,60,139.0,0,10
138,72.0,62,138.0,0,6
138,133.0,2,131.0,1,11
147,283.0,60,147.0,0,6
12,88.0,62,12.0,0,5
141,181.0,63,300.0,1,6
158,44.0,62,292.0,1,2
225,266.0,60,225.0,0,5
61,190.0,62,61.0,0,8
29,198.0,9,29.0,0,8
265,177.0,9,265.0,0,8
84,202.0,62,132.0,1,10
59,37.0,60,59.0,0,8
143,3.0,86,143.0,0,3
288,29.0,9,288.0,0,8
133,156.0,2,133.0,0,1
8,233.0,62,8.0,0,11
159,4.0,62,159.0,0,2
61,258.0,2,61.0,0,7
27,130.0,60,27.0,0,4
99,129.0,62,99.0,0,1
258,284.0,2,258.0,0,10
22,293.0,2,169.0,1,5
288,278.0,9,288.0,0,7
37,306.0,38,12.0,1,6
79,116.0,26,241.0,1,2
292,232.0,62,292.0,0,9
61,201.0,62,61.0,0,0
8,103.0,60,8.0,0,9
188,321.0,62,188.0,0,0
45,61.0,62,132.0,1,3
284,61.0,74,284.0,0,1
99,221.0,62,99.0,0,0
191,233.0,62,191.0,0,9
190,266.0,74,284.0,1,11
283,296.0,62,283.0,0,10
214,224.0,62,214.0,0,11
127,214.0,60,127.0,0,10
12,37.0,62,12.0,0,2
307,132.0,60,225.0,1,3
93,29.0,7,93.0,0,1
97,195.0,62,97.0,0,10
159,291.0,9,159.0,0,2
77,130.0,117,77.0,0,10
306,302.0,60,306.0,0,9
59,217.0,62,59.0,0,11
322,271.0,60,322.0,0,9
261,274.0,116,261.0,0,9
75,120.0,8,140.0,1,1
147,283.0,24,296.0,1,0
217,37.0,45,217.0,0,3
99,274.0,62,99.0,0,1
243,10.0,60,243.0,0,4
22,281.0,3,22.0,0,3
6,59.0,62,269.0,0,11
61,266.0,56,61.0,0,1
24,290.0,62,24.0,0,2
61,142.0,55,61.0,0,6
190,284.0,2,258.0,1,6
35,132.0,54,169.0,1,1
118,122.0,62,300.0,1,10
95,130.0,62,95.0,0,7
91,19.0,116,91.0,0,9
274,17.0,62,274.0,0,8
269,17.0,60,269.0,0,8
283,296.0,62,,0,9
221,2.0,60,221.0,0,8
77,98.0,91,77.0,0,8
98,146.0,116,98.0,0,7
134,291.0,12,144.0,1,6
84,139.0,37,265.0,1,5
132,258.0,107,284.0,1,11
61,266.0,60,61.0,0,2
269,99.0,60,269.0,0,9
36,42.0,9,36.0,0,8
239,143.0,70,119.0,1,6
208,192.0,2,208.0,0,9
130,129.0,116,130.0,0,5
47,67.0,60,47.0,0,10
62,217.0,60,62.0,0,8
142,266.0,62,142.0,0,2
88,193.0,62,88.0,0,1
233,283.0,62,233.0,0,7
2,13.0,116,2.0,0,2
143,318.0,70,143.0,0,6
222,193.0,62,99.0,1,1
41,309.0,117,41.0,0,9
214,33.0,62,214.0,0,2
16,147.0,105,265.0,1,8
21,214.0,62,21.0,0,9
74,163.0,62,74.0,0,3
273,206.0,91,273.0,0,7
201,69.0,60,201.0,0,9
129,98.0,62,129.0,0,3
21,266.0,62,21.0,0,1
59,67.0,99,181.0,1,2
134,131.0,62,298.0,1,10
273,309.0,62,273.0,0,3
133,266.0,60,133.0,0,9
59,37.0,40,59.0,0,8
198,41.0,59,300.0,1,5
13,146.0,116,13.0,0,10
273,88.0,115,273.0,0,5
108,247.0,62,108.0,0,5
45,169.0,74,284.0,1,11
93,296.0,9,93.0,0,5
219,306.0,38,59.0,1,6
147,254.0,24,283.0,1,10
117,200.0,56,280.0,1,10
72,113.0,62,72.0,0,0
108,298.0,59,139.0,1,5
61,247.0,1,225.0,1,11
129,273.0,62,129.0,0,10
189,322.0,34,265.0,1,8
225,247.0,65,225.0,0,2
62,46.0,62,62.0,0,9
99,37.0,62,99.0,0,4
294,34.0,29,294.0,0,5
225,214.0,63,300.0,1,6
42,103.0,9,42.0,0,9
142,133.0,62,142.0,0,8
88,309.0,62,88.0,0,1
124,269.0,62,300.0,1,5
216,304.0,96,244.0,1,6
108,227.0,62,108.0,0,4
138,220.0,14,133.0,1,8
217,269.0,59,265.0,1,6
139,88.0,117,139.0,0,8
193,221.0,116,193.0,0,9
139,107.0,62,139.0,0,3
316,147.0,62,316.0,0,0
255,119.0,70,98.0,1,5
208,98.0,62,208.0,0,1
227,110.0,116,227.0,0,5
107,84.0,62,107.0,0,3
134,266.0,1,169.0,1,6
272,131.0,62,272.0,0,5
24,9.0,26,10.0,1,8
214,33.0,38,300.0,1,5
132,16.0,62,132.0,0,7
323,167.0,62,323.0,0,1
201,88.0,116,201.0,0,10
64,165.0,62,53.0,1,11
219,37.0,60,219.0,0,10
167,55.0,7,167.0,0,5
77,193.0,62,77.0,0,5
142,37.0,59,108.0,1,5
188,291.0,60,188.0,0,9
70,52.0,60,70.0,0,2
2,172.0,62,2.0,0,10
227,73.0,116,227.0,0,9
85,122.0,60,85.0,0,8
169,154.0,5,307.0,1,7
129,266.0,59,274.0,1,5
247,77.0,37,247.0,0,0
225,1.0,2,134.0,1,3
245,91.0,116,245.0,0,10
225,128.0,60,225.0,0,2
84,252.0,8,84.0,0,2
306,321.0,20,37.0,1,5
221,88.0,116,221.0,0,10
163,227.0,60,163.0,0,2
171,158.0,60,171.0,0,5
183,186.0,116,183.0,0,8
124,141.0,62,124.0,0,2
141,15.0,29,141.0,0,9
181,219.0,62,300.0,1,8
247,132.0,62,247.0,0,10
233,189.0,9,233.0,0,5
12,302.0,47,12.0,0,10
297,73.0,117,297.0,0,9
129,17.0,62,129.0,0,10
132,308.0,14,132.0,0,7
113,85.0,62,113.0,0,7
72,231.0,116,72.0,0,10
95,98.0,116,95.0,0,8
261,155.0,116,261.0,0,9
133,22.0,60,133.0,0,2
220,284.0,83,169.0,1,7
204,129.0,62,204.0,0,2
84,159.0,8,84.0,0,0
197,263.0,62,188.0,1,9
42,109.0,62,42.0,0,4
219,217.0,62,219.0,0,9
296,283.0,62,296.0,0,4
268,271.0,24,93.0,1,11
120,147.0,60,120.0,0,9
181,70.0,60,181.0,0,8
138,231.0,62,138.0,0,11
215,143.0,62,88.0,0,3
298,274.0,62,298.0,0,1
42,140.0,60,42.0,0,5
167,324.0,62,167.0,0,6
62,67.0,62,12.0,1,5
206,129.0,60,206.0,0,9
83,217.0,60,83.0,0,7
84,225.0,62,84.0,0,2
231,113.0,62,231.0,0,2
249,198.0,62,249.0,0,3
108,37.0,62,108.0,0,7
204,88.0,21,204.0,0,9
290,214.0,60,290.0,0,2
93,283.0,24,93.0,0,10
27,193.0,62,27.0,0,2
260,227.0,116,260.0,0,9
72,47.0,62,72.0,0,4
181,108.0,62,181.0,0,11
77,274.0,62,77.0,0,9
260,163.0,116,260.0,0,2
169,142.0,62,169.0,0,1
64,140.0,62,,1,10
198,109.0,62,88.0,1,1
